cal_error,protein_error,fat_error,carb_error,score
-0.070082,-0.037434,-0.203824,-0.28038,0.377371
0.175919,0.244526,0.138737,0.110383,0.187226
0.024877,0.053287,0.125006,0.003041,0.755444
-0.040582,-0.061544,0.032635,0.009799,0.787919
-0.16908,0.261493,-0.12842,0.203096,0.067281
-0.23383,0.186032,-0.349523,-0.318882,0.0
-0.20934,0.093179,-0.115219,-0.177539,0.359018
-0.257409,-0.09829,-0.11899,-0.194444,0.338739
0.208476,-0.300865,0.194482,0.179801,0.0
0.075161,0.211164,0.056749,-0.0123,0.591697
-0.140677,0.010981,-0.074968,-0.07467,0.713509
-0.225808,0.049019,-0.222411,0.027515,0.409359
-0.184993,0.050622,-0.227284,-0.334672,0.224949
-0.196678,0.048144,-0.299897,-0.014098,0.499327
0.132923,0.012568,0.093771,0.14295,0.643961
-0.082677,-0.481864,-0.174109,0.117957,0.0
0.291204,-0.329482,-0.097053,0.357994,0.003381
-0.099695,0.366451,0.056657,0.005381,0.253996
0.020472,-0.054602,-0.040991,-0.062926,0.82584
-0.158277,0.042104,-0.10134,-0.316406,0.412477
-0.265544,-0.5,0.31316,0.238845,0.10673
-0.089161,0.422226,-0.036903,-0.48233,0.0
-0.067101,-0.094524,-0.093063,-0.03075,0.659549
-0.169051,0.014343,-0.084634,-0.184705,0.454922
-0.335255,-0.372363,0.5,0.280243,0.111204
-0.203242,-0.328354,0.424808,0.137096,0.0
-0.150927,-0.002195,-0.019032,-0.142961,0.758019
-0.380155,-0.008164,-0.329217,-0.11474,0.097408
-0.148618,-0.130127,-0.23032,-0.154229,0.257321
0.068716,0.125314,0.205134,0.044446,0.481032
0.179073,0.260525,0.140939,0.134052,0.14759
-0.125941,-0.215958,0.221075,0.129439,0.187609
0.268067,-0.281591,0.220379,0.354103,0.0
-0.279569,-0.086592,-0.192676,-0.340829,0.066445
-0.246968,0.067755,-0.303657,-0.072154,0.262617
-0.298,-0.067895,-0.142523,-0.128439,0.365513
-0.273307,-0.412336,0.218696,0.257689,0.018538
0.051139,0.071158,-0.16007,0.28534,0.394686
0.335013,-0.361845,0.363054,0.070132,0.061823
-0.224065,-0.082718,-0.046143,-0.129445,0.463799
-0.291204,0.258203,-0.24592,-0.134003,0.057297
-0.261339,0.066404,-0.239528,-0.141487,0.256241
-0.095869,0.453228,0.006399,-0.107271,0.175114
0.032939,-0.307771,0.432407,0.155396,0.0
-0.233766,0.158456,-0.064597,-0.020875,0.436234
0.185912,0.217141,-0.170886,0.042635,0.32786
-0.011644,-0.063069,-0.036997,-0.018381,0.820667
0.046822,0.013932,-0.021914,0.020101,0.880057
-0.365984,0.040595,-0.28016,-0.308726,0.0
-0.162343,0.442523,-0.240373,-0.184584,0.021435
-0.156085,0.10219,-0.196378,-0.156458,0.40992
-0.233345,0.096626,-0.073266,-0.189201,0.331735
-0.013385,0.067107,0.068211,0.083897,0.7235
0.268666,-0.003623,0.358849,-0.093928,0.291416
0.067487,0.210206,0.025508,0.110643,0.538009
0.113841,0.170307,0.208166,0.183029,0.131643
-0.254052,-0.137392,-0.167501,-0.258893,0.168116
0.172294,-0.253355,0.095719,0.158034,0.247611
-0.010527,0.026002,-0.108382,0.04552,0.731655
-0.124464,-0.03629,-0.126728,-0.160532,0.507724
-0.02377,0.031525,0.064379,0.014344,0.798626
-0.098624,-0.125744,-0.276761,-0.163154,0.231055
-0.270762,-0.158678,-0.196289,-0.053763,0.23887
-0.111829,-0.5,0.343124,-0.016573,0.03506
0.243312,0.256289,-0.129828,-0.108165,0.11971
0.072979,0.122743,-0.055086,0.179217,0.553783
-0.232944,0.126894,-0.130164,-0.135648,0.363104
-0.195513,0.036265,0.013428,-0.081962,0.672979
-0.006904,-0.008342,-0.013746,-0.01521,0.886287
0.20282,0.189477,-0.110764,0.17171,0.204708
-0.03158,-0.358955,-0.050544,0.452943,0.058436
0.053102,-0.075307,0.053602,-0.346024,0.512801
0.156916,0.384777,0.142525,0.184863,0.0
0.089279,-0.000315,0.255499,0.0608,0.611674
0.360047,-0.5,0.5,0.044366,0.0
-0.009415,-0.068279,-0.072207,-0.271348,0.592893
-0.213683,-0.092869,-0.212764,-0.190094,0.266099
0.002621,0.089647,-0.203934,-0.1755,0.456462
0.134841,0.223394,-0.02169,0.143726,0.493199
0.062356,0.434163,0.13555,0.196032,0.047015
0.04366,-0.273349,0.435586,0.116441,0.021934
-0.128034,0.033737,-0.134108,-0.19657,0.469398
0.342219,0.164151,0.064134,-0.008343,0.26317
-0.006839,-0.057444,-0.01451,-0.057124,0.869561
-0.218815,0.195131,0.100549,0.072255,0.307303
0.133435,0.128128,0.068182,-0.026628,0.467913
0.142125,0.070504,-0.037629,0.03074,0.696848
-0.41443,0.098278,-0.422315,-0.403555,0.005231
0.10905,-0.5,0.43097,0.253125,0.021486
-0.09608,0.223104,-0.180565,-0.137131,0.227431
-0.187577,0.285756,-0.037588,-0.176594,0.126516
-0.027069,0.067625,-0.437785,0.014063,0.376851
-0.266819,-0.080384,-0.191426,-0.269804,0.118857
0.150664,-0.120376,-0.184459,-0.21781,0.299149
0.040526,0.073251,-0.048241,0.003129,0.818585
0.022173,0.017682,0.08434,-0.1055,0.745302
0.119311,0.359176,0.105017,-0.041373,0.200879
-0.04626,0.107289,-0.260001,-0.20578,0.393002
-0.205272,0.069526,-0.281682,-0.166548,0.241794
0.11763,-0.5,0.5,0.262237,0.017995
0.289328,-0.155178,0.5,-0.075306,0.0
-0.232792,0.171668,-0.073571,-0.167064,0.2609
-0.125391,0.177058,-0.207522,-0.290707,0.111564
0.161708,0.150058,0.116516,0.038667,0.457341
-0.171534,-0.170284,-0.207297,-0.273837,0.093869
0.101612,0.209104,0.080218,0.247381,0.298907
-0.168542,0.051981,-0.154263,-0.161547,0.47161
-0.202543,0.144207,-0.05007,-0.126798,0.31989
0.184669,0.215585,0.169653,0.055111,0.30175
0.199372,0.064733,0.010368,0.265217,0.368579
0.137003,0.150701,0.121608,0.060092,0.482075
-0.083227,0.112182,-0.085787,-0.19926,0.489169
-0.372092,0.004732,-0.2969,-0.232429,0.065365
-0.03152,-0.138889,0.348195,0.187876,0.261541
-0.131062,0.102658,-0.236987,-0.19392,0.241917
0.171154,0.310867,-0.048127,0.046913,0.120274
-0.12578,0.013305,-0.190718,-0.009871,0.677186
-0.071617,-0.306835,-0.027163,0.012131,0.510424
-0.33453,0.073292,-0.196268,0.012075,0.305389
-0.200407,-0.108811,-0.203453,-0.148837,0.266286
-0.08914,0.294455,-0.26895,-0.185249,0.048459
-0.157054,0.033786,-0.192372,-0.095219,0.562828
-0.194499,0.027647,0.161863,0.141557,0.463392
0.174728,-0.150947,0.16508,0.19512,0.234343
0.099208,0.234513,0.14807,0.275574,0.145928
-0.023146,-0.25367,0.206632,0.175505,0.150402
0.067052,0.146653,0.179903,0.1834,0.292161
0.170856,0.12302,0.118895,0.01508,0.561567
-0.019235,0.064202,-0.003171,0.011253,0.888188
-0.189399,0.119202,-0.260875,-0.35412,0.0
0.118434,0.151059,0.165448,0.181826,0.327154
-0.12837,-0.097631,-0.11323,-0.187061,0.486328
-0.070842,-0.005154,-0.22423,-0.056322,0.581641
-0.120909,-0.220621,-0.121317,-0.143274,0.312657
-0.137968,0.037417,0.040347,-0.217461,0.499908
-0.288607,0.0153,0.055031,-0.267061,0.477256
-0.350923,-0.27003,-0.171328,-0.240376,0.0
-0.325833,-0.464261,0.234898,-0.130525,0.0
0.125257,0.293478,-0.080079,0.238024,0.101747
-0.22638,0.038623,-0.283527,-0.084969,0.31736
-0.143941,-0.109587,-0.293304,-0.150333,0.214834
-0.001141,0.205617,0.07102,0.160367,0.473624
-0.039825,-0.01874,0.037991,0.032404,0.90342
-0.315826,0.073638,-0.203561,-0.330317,0.0
0.047689,0.206775,0.165149,0.180163,0.368993
-0.183582,0.256867,-0.22878,-0.308496,0.061804
-0.104762,0.145428,-0.078563,-0.101613,0.542224
0.006207,0.073633,-0.069441,0.090198,0.675528
-0.116309,0.242763,-0.218525,-0.200686,0.137201
0.240719,0.295759,0.030228,0.09509,0.138093
0.111424,0.037135,-0.088015,-0.357203,0.36974
-0.138902,0.21246,-0.129158,-0.110554,0.354626
0.348333,-0.317235,0.5,0.128925,0.047757
0.099607,0.165548,0.093318,0.095868,0.467418
-0.177058,0.098629,-0.085775,-0.266675,0.256701
-0.014914,0.040769,-0.053941,0.043099,0.839042
-0.013135,0.175058,-0.039001,0.104145,0.683174
-0.274526,0.027829,-0.085217,-0.076833,0.632036
0.259572,0.257586,-0.032454,0.089354,0.258927
-0.202154,-0.04681,-0.197763,0.110882,0.437406
-0.133492,0.122663,-0.181843,-0.18248,0.303746
-0.392817,0.025372,-0.21411,-0.102934,0.293492
-0.411289,-0.062815,0.065547,0.051068,0.468617
0.075423,0.202367,-0.108194,0.076873,0.44375
-0.300272,-0.00856,0.325881,-0.078288,0.222696
0.277293,0.023046,0.5,0.24262,0.012328
0.008086,-0.210891,0.38261,0.379572,0.038978
0.312653,-0.134385,0.342607,0.132714,0.0
-0.012426,0.087793,0.155252,0.077039,0.497419
-0.093824,-0.031441,-0.139448,-0.217278,0.541923
0.071365,0.132356,-0.023439,0.049556,0.662842
0.291443,-0.142273,0.115127,0.253703,0.088135
0.152011,0.192921,-0.005171,0.108077,0.466619
-0.109834,-0.017308,-0.207172,-0.285155,0.404943
0.057012,0.402945,0.170597,0.152212,0.000761
-0.007587,0.0091,0.042495,-0.0579,0.863031
0.044608,-0.143802,0.184286,0.255689,0.273642
0.006711,-0.003442,0.005642,-0.017051,1.0
-0.283508,0.183131,-0.032254,-0.226339,0.13831
0.054114,-0.072455,0.023509,-0.045515,0.687782
-0.173201,0.066865,-0.198706,-0.06269,0.412656
-0.033638,0.001519,-0.040704,0.003119,0.890172
0.128565,-0.045968,0.216365,-0.014431,0.549906
-0.082591,0.226071,-0.096942,0.230608,0.257894
-0.301589,0.246371,-0.026386,-0.303159,0.0
-0.318116,-0.045897,-0.304906,-0.147502,0.16333
0.246478,0.132917,0.058528,0.240586,0.303376
-0.06681,0.220121,0.017976,-0.173895,0.418321
-0.034074,-0.305161,0.42092,-0.148673,0.075699
-0.367398,-0.460669,0.308255,0.195737,9.3e-05
-0.002126,0.278811,0.442995,0.190691,0.0
-0.176937,0.116465,-0.09082,-0.318723,0.319933
0.074605,-0.08519,-0.078709,-0.052281,0.669941
0.114957,-0.388924,0.027094,0.037698,0.264165
-0.303481,0.143712,0.005486,-0.176197,0.284073
-0.104913,0.063976,-0.082528,-0.122189,0.609374
0.08952,0.116383,0.022938,0.255894,0.421413
-0.053268,0.5,-0.004352,0.136244,0.0
-0.082333,0.008897,-0.117315,-0.10981,0.626431
-0.176722,0.11928,-0.022452,-0.108406,0.523851
0.153548,-0.334586,0.18794,0.189853,0.0
-0.100961,-0.025061,-0.272817,-0.178167,0.410931
0.007467,0.1358,-0.041568,-0.068724,0.65502
0.5,-0.464216,0.5,0.205176,0.0
-0.059415,0.218931,-0.142166,-0.311375,0.140755
0.094349,0.117761,0.015047,0.096733,0.621382
-0.052989,0.258567,-0.017402,0.109726,0.427176
-0.128241,-0.445309,0.192844,0.21189,0.003577
-0.029797,0.126972,0.027057,-0.111746,0.65577
-0.226256,0.013649,-0.255055,-0.373921,0.118679
0.000392,-0.188418,0.372403,0.272754,0.0961
0.06767,0.044502,0.117458,0.087198,0.634788
0.055111,0.319885,0.154037,-0.049565,0.358833
0.4292,-0.23458,0.5,0.180199,0.022681
-0.001468,0.124903,-0.184883,-0.189044,0.418976
-0.220613,-0.022742,-0.007044,-0.409887,0.383505
-0.209007,0.23948,-0.236381,-0.106,0.035087
-0.059285,0.026686,-0.048013,0.02877,0.865512
-0.178795,0.021557,-0.317942,-0.260632,0.187124
0.298734,-0.143193,0.268338,0.16963,0.118091
-0.280789,0.07164,-0.003748,0.027062,0.6244
0.058365,-0.131767,0.346641,0.062891,0.321637
-0.224716,0.11379,-0.291137,-0.180815,0.111843
0.18196,-0.036581,-0.01015,0.062767,0.645758
-0.117251,0.248044,-0.23479,-0.31454,0.052634
-0.041098,0.5,0.117336,-0.009054,0.00675
0.017396,0.017795,-0.050003,-0.126833,0.809434
0.150583,-0.395104,0.067696,0.097692,0.128482
-0.184444,0.161077,-0.190937,-0.380707,0.0
0.052578,-0.142273,-0.236162,-0.175255,0.35308
-0.110991,0.074507,-0.177403,-0.470728,0.072891
-0.379306,0.043343,-0.049121,-0.283026,0.177675
-0.098756,0.194035,0.057182,0.021801,0.508572
-0.029876,0.195767,-0.147343,-0.212681,0.309656
-0.22347,-0.079549,-0.209735,-0.415133,0.015941
0.033287,0.27473,0.00934,-0.064084,0.357483
0.306016,-0.19596,0.44944,0.404246,0.022242
0.129449,-0.095556,0.5,0.176977,0.112361
-0.155835,0.005064,0.22709,0.268141,0.42122
-0.158861,-0.036527,-0.089546,-0.262563,0.492791
0.267796,0.363587,0.127852,0.015759,0.050004
-0.016502,-0.024769,-0.00497,-0.002233,0.973393
0.098222,0.023536,0.203035,0.254124,0.404759
0.027237,0.244643,-0.033373,0.049471,0.570824
-0.107515,0.185846,0.05578,-0.031979,0.600657
0.114685,0.199417,-0.023028,0.273438,0.30495
-0.198956,0.129353,-0.199534,-0.308368,0.106205
-0.094075,-0.422744,-0.112632,0.194319,0.046058
0.072559,0.209712,0.118545,0.020052,0.414881
-0.077912,-0.033197,-0.073595,-0.357977,0.470511
-0.217219,-0.418502,0.099062,0.077307,0.09163
-0.121689,0.127342,-0.148003,-0.188269,0.389632
-0.19414,0.122089,-0.18011,-0.082665,0.376723
0.080553,0.246425,0.192131,0.02029,0.403545
0.206673,0.029076,0.127471,-0.091478,0.531717
-0.379072,-0.386317,0.200903,0.244371,0.0
-0.247661,0.014756,0.057974,0.107024,0.581354
0.024448,0.007893,0.5,0.108506,0.398855
-0.080754,-0.297575,0.425107,0.232015,0.0
-0.307679,0.093673,0.5,-0.001765,0.030556
-0.090969,-0.292319,0.5,-0.058131,0.0
-0.23231,-0.423543,0.304313,0.15659,0.0
-0.259568,-0.039416,-0.210827,-0.09008,0.362634
0.028492,0.242683,-0.180423,0.04509,0.317429
-0.334035,0.121356,-0.19865,-0.172935,0.12297
0.038914,0.311244,0.035767,0.199228,0.261646
0.44661,-0.349965,0.225495,0.09402,0.0
0.197163,0.270896,0.198478,0.288607,0.0
-0.086916,0.080294,-0.3639,-0.308696,0.24416
-0.181365,0.101174,-0.28454,-0.35013,0.045547
-0.22577,-0.108926,0.042333,-0.22779,0.407999
0.224793,-0.132626,0.5,0.165424,0.004481
-0.215324,-0.02281,-0.052048,-0.067143,0.786689
0.283638,-0.388034,0.5,0.375102,0.0
0.097261,-0.234938,0.083848,0.373347,0.029548
-0.034305,-0.4628,0.170417,0.132053,0.002197
-0.072068,0.076385,-0.161693,-0.154302,0.501511
-0.252586,0.124586,0.060559,-0.386282,0.078805
0.139571,0.257584,-0.011507,0.218753,0.248746
-0.027774,0.208763,0.023127,0.310482,0.296132
-0.014262,-0.020813,-0.120956,-0.223932,0.538032
0.007433,-0.022979,0.285699,0.218989,0.498678
-0.029298,-0.397867,0.364435,0.253607,0.009992
-0.369599,0.150765,-0.354608,-0.220604,0.0
-0.139605,0.028727,-0.17407,-0.209214,0.503664
0.198923,-0.32563,0.186105,-0.090924,0.019029
-0.1996,-0.0656,0.08577,-0.472442,0.177537
-0.199562,-0.003641,-0.168084,-0.19332,0.366553
0.048971,0.203306,0.059985,0.210957,0.399626
-0.022027,-0.003499,-0.072439,-0.057947,0.83909
-0.154955,0.095521,-0.134028,-0.117009,0.441608
0.115166,-0.141887,0.22945,0.498926,0.002711
0.077628,-0.319809,0.409218,0.004257,0.014235
-0.190915,0.04642,-0.211128,-0.457785,0.060147
-0.097628,-0.079804,-0.323476,-0.078121,0.301108
-0.022843,-0.098925,-0.004231,-0.023996,0.654915
-0.353439,0.161133,-0.042603,-0.155413,0.260487
-0.256836,0.0121,-0.149252,-0.09481,0.48139
-0.007923,-0.116861,-0.13754,-0.160178,0.493822
-0.290374,-0.003768,-0.273567,-0.130479,0.312458
0.004527,-0.033382,0.014249,-0.039719,0.907979
-0.313572,0.104367,0.038287,-0.159297,0.394584
-0.346366,-0.160114,0.258803,0.5,0.069063
-0.146304,0.106001,-0.365689,-0.446685,0.023787
0.079598,0.280134,0.11222,-0.05896,0.30017
-0.142366,-0.053417,0.037324,0.048511,0.720802
0.396907,-0.15369,0.05845,0.182009,0.146686
0.042999,0.191266,-0.189594,0.016888,0.374804
-0.016079,-0.042146,0.5,0.076266,0.340435
-0.156472,0.288918,-0.200335,-0.285028,0.0
-0.018188,-0.066448,-0.07611,0.059337,0.728342
-0.224701,-0.046634,0.076344,0.204504,0.449483
0.011559,-0.023905,0.041067,-0.069843,0.818495
-0.190496,-0.094482,-0.213289,-0.12128,0.26673
0.037743,0.083387,-0.031113,0.022959,0.835282
-0.214837,-0.153107,-0.126637,-0.177835,0.221183
-0.188709,0.263725,-0.014222,-0.101531,0.325961
-0.004842,-0.008793,-0.088712,0.211431,0.657856
-0.209732,0.029679,-0.187018,-0.136602,0.381798
-0.132031,0.204789,-0.292816,-0.083378,0.23193
0.011975,0.133894,0.071545,0.032651,0.605073
-0.254219,-0.083108,-0.179509,-0.1344,0.236684
0.121522,0.042805,0.0098,-0.004567,0.803189
0.249859,-0.066277,0.247259,0.121371,0.345785
-0.066561,0.069809,0.060411,-0.124268,0.656072
-0.117963,0.082435,-0.127443,-0.139288,0.499286
-0.242533,-0.088141,0.441013,0.5,0.005968
-0.100749,0.175792,-0.080486,-0.0202,0.455051
-0.467117,0.190594,0.277226,-0.010947,0.059108
-0.371424,-0.190185,-0.106958,0.328521,0.0
-0.242934,0.267444,-0.325673,-0.055531,0.028404
0.208812,-0.157216,0.364435,0.008447,0.2445
-0.167708,-0.038125,0.196964,0.123022,0.476446
-0.175879,0.013986,-0.120011,-0.191959,0.435918
0.050415,0.055067,-0.075823,-0.007533,0.761007
-0.04594,-0.403907,0.13985,0.342863,0.014062
-0.095978,0.123055,-0.161757,-0.117559,0.446958
-0.073033,0.383348,-0.005484,0.122617,0.179833
-0.169826,-0.265188,0.263258,0.044132,0.037382
-0.099432,-0.148168,-0.249124,-0.230714,0.188624
0.013379,0.219513,-0.336342,-0.283162,0.063309
0.160268,0.149175,0.10878,0.113783,0.475541
-0.029854,0.00728,0.048187,0.060876,0.798997
-0.260913,0.163319,-0.230185,-0.162714,0.188841
0.237691,0.254369,0.091601,0.081298,0.18123
-0.200739,-0.5,0.051176,0.270215,0.0
0.036141,0.164203,0.043896,0.200342,0.422419
-0.149038,0.003699,0.011375,-0.440497,0.411042
0.141275,0.301056,0.203089,0.176695,0.0
-0.067359,0.128871,-0.096735,0.240116,0.355633
-0.109805,-0.089428,-0.101649,-0.412376,0.190034
0.025232,-0.032304,0.026178,0.025195,0.848372
-0.058504,-0.234995,0.24499,0.062986,0.18428
-0.001041,0.092643,-0.03159,-0.019301,0.866603
0.200745,0.259141,0.244295,0.128227,0.0
-0.001321,0.001008,0.002064,-0.013217,0.972217
-0.273107,0.152595,0.119575,-0.049261,0.241934
-0.246142,0.04495,-0.045102,-0.434596,0.228685
0.099064,0.156322,0.070665,0.029964,0.525801
-0.205461,0.243954,-0.026663,-0.226299,0.215741
0.159772,0.197401,0.068958,-0.129674,0.417878
0.176666,0.37296,0.029899,0.075699,0.202835
-0.197039,0.076035,-0.200423,0.004956,0.437828
0.132942,0.261106,0.103999,0.022036,0.339453
-0.049175,0.091602,-0.11794,-0.107278,0.682833
-0.062155,0.177331,-0.257526,-0.309372,0.020531
-0.266583,0.120648,0.002156,-0.255211,0.276309
-0.34475,0.150431,-0.187463,-0.218019,0.06683
0.082948,0.266145,0.136258,0.155566,0.216152
0.191961,0.420019,0.027862,0.168985,0.0
0.265824,-0.196252,0.135088,0.081657,0.230643
0.176937,0.068409,0.005916,0.232097,0.423213
0.159696,0.355912,0.114968,0.080555,0.100525
0.111224,0.266321,0.128105,0.062728,0.268969
-0.099081,0.016602,-0.162193,-0.169663,0.503733
0.048651,0.166862,0.128552,0.248012,0.412448
0.04887,0.304882,0.06976,0.087976,0.329848
0.261456,0.058372,0.486558,0.020629,0.086402
0.05826,0.095847,-0.435032,-0.076933,0.275485
-0.172155,0.130045,-0.314922,-0.238611,0.196387
-0.108091,0.042092,-0.212712,-0.24619,0.277056
0.171272,-0.169415,0.325067,0.101812,0.163846
0.001562,-0.10004,-0.077543,-0.070521,0.619702
-0.007258,0.010274,-0.163178,0.088613,0.728705
0.06227,0.284293,-0.035373,0.076064,0.433318
-0.072099,0.042322,0.016038,-0.309766,0.501291
-0.096547,-0.11347,-0.108977,-0.066156,0.563883
-0.244741,-0.048844,-0.437482,-0.095051,0.152231
0.038029,0.066094,0.200422,0.096885,0.544868
0.082036,0.193705,0.162266,0.008391,0.429902
0.127595,0.172916,0.190453,0.082932,0.329039
-0.314218,-0.057933,-0.010267,0.028415,0.60889
0.053865,0.247111,0.176354,0.110736,0.339534
0.168539,0.198155,0.08674,0.086665,0.35964
0.181202,0.276137,0.097821,0.162078,0.068016
0.036267,0.037268,0.01237,0.041963,0.906157
0.016613,-0.036302,-0.122919,-0.11001,0.774988
-0.15657,0.014251,-0.106529,0.092367,0.664136
0.028328,-0.010116,-0.090303,-0.049405,0.8344
0.09127,0.315755,0.045185,0.115967,0.205853
-0.215104,-0.5,-0.211464,0.5,0.0
-0.023441,-0.021523,-0.047392,-0.043434,0.814496
0.133412,0.1493,0.057189,-0.026013,0.521951
-0.006036,-0.039043,-0.066141,-0.004524,0.888393
0.045544,-0.018469,0.360987,-0.068795,0.493713
0.075258,0.148082,-0.161856,0.083204,0.407438
-0.091324,0.09557,-0.154589,-0.116182,0.492515
-0.016544,0.058162,-0.069972,-0.01372,0.806828
-0.082899,0.058909,-0.180923,-0.342746,0.272935
-0.280238,0.004261,-0.116782,-0.158818,0.479814
-0.25834,0.235572,-0.218327,-0.196347,0.0
0.005877,-0.169262,0.402076,-0.050619,0.26299
-0.215227,0.018957,-0.235423,-0.143568,0.340828
0.299125,-0.267918,0.055904,0.171995,0.138112
0.02984,0.297868,0.05494,-0.036242,0.471916
0.051961,0.103834,0.013185,0.147807,0.653223
-0.102815,0.015589,0.046341,0.00892,0.778893
-0.155836,-0.070329,-0.5,-0.283498,0.0
-0.10314,-0.00369,-0.189094,-0.270879,0.441276
0.146309,0.229226,-0.04208,0.10045,0.309402
-0.206023,0.158911,-0.199052,-0.225741,0.070937
-0.179587,0.10264,-0.109221,-0.061641,0.452036
-0.171638,-0.068703,-0.106521,-0.145107,0.427119
-0.226313,-0.5,0.5,0.036434,0.0
-0.117483,0.256337,0.081225,0.257864,0.213058
0.29611,0.309162,0.043186,0.078789,0.138231
-0.178547,-0.151817,-0.041682,-0.312254,0.21847
0.115744,0.165271,0.080446,0.206219,0.480385
0.099128,0.223412,0.032663,0.067524,0.531874
-0.338957,0.180359,-0.284333,-0.164493,0.0
-0.062182,0.063866,-0.228247,-0.297912,0.348258
0.176534,0.353952,0.100938,0.321298,0.004109
-0.20455,0.135791,0.132922,-0.371737,0.15958
0.067002,0.135551,0.047053,0.083231,0.543209
-0.02674,0.04794,-0.020539,-0.031079,0.894708
0.047731,0.04986,0.075598,0.065247,0.756751
0.494592,-0.291984,0.190071,-0.117911,0.0
-0.235717,0.199886,-0.162902,-0.239428,0.0
-0.187322,-0.004993,-0.298148,-0.073468,0.374726
0.27745,-0.295517,0.462459,0.455576,0.004682
0.039887,-0.487214,0.432142,0.275608,0.009146
-0.058581,0.204061,-0.328227,-0.002455,0.185305
0.045198,0.197703,-0.071303,0.088562,0.519371
0.308473,-0.412967,0.404904,-0.036331,0.0
-0.131976,-0.13701,-0.125538,-0.133046,0.412442
0.134375,0.244683,0.011685,0.21178,0.238505
0.070566,-0.008369,0.361857,0.380675,0.1922
0.02069,-0.06671,0.036063,-0.062936,0.779074
-0.35084,-0.195572,-0.135601,-0.121309,0.081051
0.167616,-0.311405,0.483571,0.5,0.008274
-0.272046,-0.012992,-0.041502,-0.200584,0.375093
-0.198486,0.073446,-0.000103,-0.171846,0.533973
-0.484763,0.087676,-0.247681,-0.272729,0.082189
0.450359,-0.5,0.089659,-0.063103,0.0
0.006215,-0.0457,-0.044632,-0.012038,0.874373
-0.11412,0.141601,-0.109961,-0.316407,0.332512
0.020669,0.230222,0.148972,0.199408,0.291863
-0.095452,0.225421,-0.115047,-0.219708,0.183763
-0.216668,0.022778,-0.120788,-0.054593,0.540279
-0.155096,0.235508,-0.232389,-0.098663,0.159193
-0.154409,-0.140231,-0.172898,-0.278702,0.238372
-0.15575,0.115102,-0.211914,-0.071902,0.3649
-0.049657,0.243552,-0.009537,0.144944,0.380244
0.294182,0.353863,0.037772,-0.153463,0.0
0.067002,0.393693,-0.140521,0.032101,0.139828
-0.373697,-0.013485,-0.193116,-0.276952,0.205578
-0.278342,-0.012136,-0.214951,-0.285672,0.223641
-0.119149,-0.122712,0.462704,0.381686,0.0
-0.052006,-0.145318,0.181821,0.127243,0.461831
-0.15847,0.025187,-0.427255,-0.122393,0.403857
-0.2377,-0.168251,-0.313519,-0.051114,0.150949
-0.174817,0.027114,-0.191805,-0.067789,0.461276
0.334311,-0.327,0.281061,-0.006193,0.0
-0.291364,-0.453563,-0.018716,0.108641,0.0
-0.190973,0.10145,-0.149279,-0.125408,0.433112
-0.0337,-0.012874,0.011233,0.089369,0.816199
-0.135219,0.031272,-0.083367,-0.234152,0.549993
0.023858,-0.204708,0.24755,0.040347,0.408621
0.047141,0.269673,0.053903,0.06781,0.447895
0.200284,-0.011933,0.426784,0.232447,0.097052
-0.283662,-0.042771,-0.077094,-0.231337,0.371768
-0.144807,0.236284,-0.091992,-0.426645,0.0
-0.099512,0.033475,-0.231563,-0.273281,0.42765
0.019189,0.244736,0.042169,-0.045943,0.576891
0.022211,0.050541,-0.254419,-0.171348,0.506931
-0.225868,0.11462,-0.089407,-0.211159,0.291751
0.284681,-0.306624,0.312882,0.036748,0.0
0.137345,-0.466324,0.254029,-0.028903,0.00383
0.258411,-0.190729,-0.182375,0.025554,0.261364
-0.081726,0.210584,-0.32433,-0.287832,0.0
-0.049047,-0.213105,-0.209639,-0.206969,0.228406
0.261436,-0.187628,0.208932,-0.184831,0.106811
0.081081,0.289025,0.136047,0.348846,0.0
-0.026424,0.09612,-0.27134,-0.12604,0.462416
-0.221447,-0.033599,-0.139922,-0.094795,0.498959
-0.031717,0.090233,-0.044235,0.008023,0.879094
0.189181,-0.018197,0.171101,0.142661,0.470082
-0.197961,0.044182,-0.197834,-0.051233,0.526891
0.127925,0.212177,-0.03473,0.165898,0.398245
0.5,-0.368674,-0.016626,0.276166,0.0
-0.053862,-0.005511,-0.012033,0.053005,0.858561
-0.084829,-0.021928,-0.103803,0.133972,0.605163
-0.049949,-0.003084,0.019926,-0.042829,0.81097
0.013603,-0.3378,0.5,0.492346,0.072009
0.140232,-0.484532,0.018939,-0.058113,0.048751
-0.303375,0.348629,0.200434,-0.159306,0.0
-0.08327,0.038353,-0.028013,-0.090935,0.721905
-0.154481,0.159087,0.019577,-0.043213,0.614446
-0.14789,-0.5,0.363801,0.360564,0.024611
-0.083172,0.03819,-0.012009,-0.232036,0.57985
0.155308,-0.128098,-0.159429,0.274975,0.214001
-0.204044,0.145443,-0.180319,-0.385289,0.0
-0.227451,-0.018921,-0.073669,-0.118715,0.610883
0.050456,0.0094,0.034653,0.03419,0.861503
-0.192381,0.113187,-0.336228,-0.240272,0.001687
0.120369,0.414753,0.080553,0.04724,0.197302
-0.065551,-0.5,0.062519,0.5,0.125947
-0.377775,0.145455,-0.114115,-0.270089,0.059579
0.041446,-0.050431,-0.031872,0.223287,0.720644
